,carlsen,chess,tournament,wins,championship,rapid,blitz,classical,win,world
"Internet competitions ( Internet Chess Club , Chess.com , chess24.com , Lichess and FIDE online tournaments and matches).",False,True,True,False,False,False,False,False,False,False
"By that logic perhaps all the other players in the tournament should resign since they couldn't score against someone who ""doesn't play chess"" as you say.",False,True,True,False,False,False,False,False,False,False
18th Amber chess tournament.,False,True,True,False,False,False,False,False,False,False
"[411] The campaign was coordinated with the RAW World Chess Challenge in New York, an event in which Carlsen played an online team of global chess players, who voted on moves suggested by Maxime Vachier-Lagrave , Hikaru Nakamura and Judit Polgr .",False,True,False,False,False,False,False,False,False,False
Does this mean you have finally decided that you want to become a professional chess player?,False,True,False,False,False,False,False,False,False,False
"With an easy draw in the penultimate round, Hikaru Nakamura preserved his lead, while Viswanathan Anand, the world champion, was lucky to escape with a draw against a 16-year-old grandmaster.",False,False,False,False,False,False,False,False,False,True
"^ ""Bilbao Masters  Carlsen takes first after blitz tiebreak"" .",False,False,False,False,False,False,True,False,False,False
"^ Ivanchuk wins World Blitz Championship, Anand second , chessbase.com.",False,True,False,True,False,False,False,False,True,False
"His only loss was to Hikaru Nakamura , who had never beaten Carlsen in classical chess before.",False,True,False,False,False,False,False,True,False,False
"^ ""Biel Rd.9: Caruana beats Morozevich, Carlsen wins Biel 2011"" .",False,False,False,True,False,False,False,False,True,False
"After his sole loss in the fifth round of the classical portion to Karjakin, Carlsen won four straight games in classical chess against Firouzja, Tari, Karjakin, and Rapport before ending the tournament with a classical draw and armageddon win against his future World Championship challenger Ian Nepomniachtchi .",False,True,True,False,False,False,False,True,True,False
"[Simen Agdestein's older brother, a 2400 FM himself -MP ] While Kasparov is a living legend, Carlsen is the biggest attraction that exists in the chess world today.",False,True,False,False,False,False,False,False,False,True
"Carlsen, who had Black, used a variation of the Sicilian Defense that Garry Kasparov, the former world champion, had often used.",False,False,False,False,False,False,False,False,False,True
He admitted his next thought would sound strange to people who spend their lives trying to win one world championship.,False,False,False,False,True,False,False,False,True,True
"With more than 80,000 tournaments and over 2 million correspondence games, the Corr 2022 is a must for all correspondence chess fans.",False,True,True,False,False,False,False,False,False,False
What interests him is chess.,False,True,False,False,False,False,False,False,False,False
"""I discuss things with him during and before tournaments.",False,False,True,False,False,False,False,False,False,False
"The other participant, the current World Champ, couldn't win a game either.",False,False,False,False,False,False,False,False,True,False
"^ ""CB News: Aronian wins World Blitz Championship"" .",False,False,False,True,False,False,False,False,True,False
"""Carlsen wins London Chess Classic and takes Kasparov's record"" .",False,False,False,True,False,False,False,False,True,False
"He finished the tournament with 5/10 (+21=7), three points behind Caruana.",False,False,True,False,False,False,False,False,False,False
"Through his business and his sponsorships , Carlsen is the rare multimillionaire in chess.",False,True,False,False,False,False,False,False,False,False
"""Is modern-day chess really all about preparation?"".",False,True,False,False,False,False,False,False,False,False
"The tournament was a double round robin involving Wang Yue, Boris Gelfand , Ruslan Ponomariov, Teimour Radjabov, and Liviu-Dieter Nisipeanu.",False,False,True,False,False,False,False,False,False,False
2nd Pearl Spring chess tournament.,False,True,True,False,False,False,False,False,False,False
"The four-game rapid playoff was drawn as well (+11=2), with Carlsen winning the last game to stay in the match.",False,False,False,False,False,True,False,False,True,False
"As in the Tal Memorial earlier in 2012, Carlsen managed to finish the tournament without any losses (+40=6).",False,False,True,False,False,False,False,False,False,False
"Robert Hess, a grandmaster and commentator for Chess.com, suggested that if you could pit todays Carlsen  with todays knowledge and todays tools, having beaten todays competition  against previous greats like Kasparov or Bobby Fischer, Carlsen would likely win.",False,False,False,False,False,False,False,False,True,False
"He finished in second place with 5/9 (+32=4), one point behind winner Levon Aronian.",False,False,False,False,False,False,False,False,True,False
Game 6 was a 136-move win for Carlsen that lasted 7 hours 45 minutes.,False,False,False,False,False,False,False,False,True,False
"In the Tal Memorial , played from 5 to 14 November, Carlsen started with seven straight draws, but finished with wins over former FIDE World Champion Ruslan Ponomariov and Peter Leko.",False,False,False,True,False,False,False,False,True,False
"When someone suggested a move that might lead to a draw, Carlsen chided him: ""But we're trying to win, not survive.""",False,False,False,False,False,False,False,False,True,False
"He was one of TIMEs 100 most influential people in 2013, the year of his first world championship.",False,False,False,False,True,False,False,False,False,True
"Responding to a question in an interview with Time magazine in December 2009 as to whether he used computers when studying chess, Carlsen explained that he does not use a chess set when studying on his own.",False,True,False,False,False,False,False,False,False,False
"I know it was only rapid, but Anand owned most contenders pretty hard in a recent tournament.",False,False,True,False,False,True,False,False,False,False
"Don't forget that when he was winning tournero left and right people like you said yes, yes but he has yet to win the big Match.",False,False,False,False,False,False,False,False,True,False
"Playing in the top group of the Corus chess tournament for the first time, Carlsen placed last with nine draws and four losses, scoring 4/13.",False,True,True,False,False,False,False,False,False,False
"[384] As he matured, Carlsen found that this risky playing style was not as well suited against the elite of the chess world.",False,True,False,False,False,False,False,False,False,True
"Founder and editor-in-chief of ChessVibes.com, Peter is responsible for most of the chess news and tournament reports.",False,True,True,False,False,False,False,False,False,False
"He finished in second place with a score of 8/13 (+30=10), two points behind the winner Caruana.",False,False,False,False,False,False,False,False,True,False
"""Grischuk wins the ICC Open Final 2016"" .",False,False,False,True,False,False,False,False,True,False
"On 17 March, in a blitz chess tournament in Reykjavk , Iceland, he defeated former World Champion Anatoly Karpov .",False,True,True,False,False,False,True,False,False,False
"[243] Subsequently, Carlsen also defeated Nepomniachtchi in Games 8, 9, and 11, thus retaining his championship title.",False,False,False,False,True,False,False,False,False,False
Notable is that Kasparov will be helping to prepare his openings during the upcoming Nanjing Grand Slam tournament.,False,False,True,False,False,False,False,False,False,False
"If I am in a big tournament, I will be keyed up for that.",False,False,True,False,False,False,False,False,False,False
"[23] He then obtained three IM norms in relatively quick succession: the first at the January 2003 Gausdal Troll Masters (score 7/10, 2453 PR); the second at the June 2003 Salongernas IM-tournament in Stockholm (6/9, 2470 PR); and the third at the July 2003 Politiken Cup in Copenhagen (8/11, 2503 PR).",False,False,True,False,False,False,False,False,False,False
Carlsen won his last two tournaments in London and Corus Wijk but displayed weaknesses and is as yet far from the finished article.,False,False,True,False,False,False,False,False,False,False
"Carlsen eventually won the tournament by defeating Vachier-Lagrave, which meant he also won the overall Grand Chess Tour.",False,False,True,False,False,False,False,False,False,False
"Top football and top chess, a physical sport and a mind sport.",False,True,False,False,False,False,False,False,False,False
"^ Magnus Carlsen wins San Fermin Masters , chessbase.com.",False,True,False,True,False,False,False,False,True,False
So congratulations to Carlsen for winning the tournament on tie-break but also congratulations to Aronian for the very successful tournament.,False,False,True,False,False,False,False,False,True,False
"He finished ninth in a group of 18 participants in the associated blitz tournament, which was won by Anand.",False,False,True,False,False,False,True,False,False,False
"Since the tournament was played with three points for a win , Carlsen's +42=1 score put him ahead of Anand and McShane who scored +2=5 (a more traditional two-points-for-a-win system would have yielded a three-way tie, with Carlsen still on top, having the better tiebreaker due to four games with blackAnand and McShane played only three times with black).",False,False,True,False,False,False,False,False,True,False
"His 2 wins are: oversight by Svidler and Kramnik blunder, it is not impressive.",False,False,False,True,False,False,False,False,True,False
He's working on the ultimate challenge: winning a super gm round robin tournament by drawing all his games.,False,False,True,False,False,False,False,False,True,False
"From autumn 2000 to the end of 2002, Carlsen played almost 300 rated tournament games, as well as in several blitz tournaments, and participated in other minor events.",False,False,True,False,False,False,True,False,False,False
"When he started playing in top tournaments, he had trouble getting much out of the opening.",False,False,True,False,False,False,False,False,False,False
Previews.chessdom.com.,False,True,False,False,False,False,False,False,False,False
Carlsen stated he wished for the app to encourage more people to play chess.,False,True,False,False,False,False,False,False,False,False
"Mexican boxer Canelo Alvarez arrives for his light-heavyweight world title boxing match against Russian boxer Dmitry Bivol at T-Mobile Arena in Las Vegas, Nevada, May 7, 2022.",False,False,False,False,False,False,False,False,False,True
Does he have talents outside of chess?,False,True,False,False,False,False,False,False,False,False
If you are not a member you can download a free Playchess client there.,False,True,False,False,False,False,False,False,False,False
"He recorded three victories (against Karjakin, So and Aronian) and his one loss was to Vachier-Lagrave, who won the tournament with 6/9 (+30=6).",False,False,True,False,False,False,False,False,False,False
"The problem is that other people are winning where ""he"" is not losing.",False,False,False,False,False,False,False,False,True,False
1 in the world at that time.,False,False,False,False,False,False,False,False,False,True
"In November 2010, however, Carlsen announced he was withdrawing from the Candidates Tournament.",False,False,False,False,False,False,False,False,True,False
Unfortunately there's always been at least one player to spoil the party by winning a game.,False,False,False,False,False,False,False,False,True,False
Rapid chess match against Peter Leko.,False,True,False,False,False,False,False,False,False,False
"""Inside the home (and mind) of world chess champion Magnus Carlsen"" .",False,True,False,False,False,False,False,False,False,True
"""I didnt win Dortmund ... while I could well have won them with a bit more luck..."".",False,False,False,False,False,False,False,False,True,False
"Carlsen wins again in Wijk aan Zee, now leads by 1.5 points.",False,False,False,True,False,False,False,False,True,False
"In the first tournament, in Baku , Azerbaijan, he finished in a three-way tie for first place, with another 2800 PR.",False,False,True,False,False,False,False,False,False,False
"""Magnus Carlsen blitzes the field with record-breaking display in Belgium"" .",False,False,False,False,False,False,True,False,False,False
"""Magnus Carlsen breaks record for longest unbeaten run in chess"" .",False,True,False,False,False,False,False,False,False,False
"Anand shared first place with Vladimir Fedoseev on 10/15, and won the tournament after defeating Fedoseev on tiebreak.",False,False,True,False,False,False,False,False,False,False
Carlos Alcaraz speaks with CNN after US Open win.,False,False,False,False,False,False,False,False,True,False
"""World chess champion Magnus Carlsen resigns from match after just one move against player at center of 'cheating' scandal"" .",False,True,False,False,False,False,False,False,False,False
"^ ""Sulky 'Mozart of chess' the new Kasparov"" .",False,True,False,False,False,False,False,False,False,False
This was his second victory in the tournament over the former world No.,False,False,True,False,False,False,False,False,False,True
"Carlsen had a rocky start, losing his games to McShane and Anand in rounds 1 and 3, but winning with white against Adams and Nakamura in rounds 2 and 4.",False,False,False,False,False,False,False,False,True,False
"This has not occurred in Norway, although the government is supporting Tromsos bid to host the 2014 world team Olympiad.",False,False,False,False,False,False,False,False,False,True
Magnus Carlsen breaks record for longest unbeaten run in chess.,False,True,False,False,False,False,False,False,False,False
It is now Norway's largest chess club; Carlsen is its current chairman.,False,True,False,False,False,False,False,False,False,False
"""The prince's gambit: A chess star emerges for the post-computer age"" .",False,True,False,False,False,False,False,False,False,False
Anand  Carlsen would be an amazing match for the world champion ;).,False,False,False,False,False,False,False,False,False,True
"In the 3-way tiebreak, Carlsen was the top seed, meaning he faced the winner of the first tie-break match between Giri and Vachier-Lagrave.",False,False,False,False,False,False,False,False,True,False
"After two draws at standard time controls, Carlsen won both rapid games in round two, securing his first Norwegian championship win.",False,False,False,False,True,True,False,False,True,False
You win if you capable; simple as that.,False,False,False,False,False,False,False,False,True,False
"After drawing two rapid and two blitz games, Carlsen won the armageddon game.",False,False,False,False,False,True,True,False,True,False
Aronian won't mind too much that officially he's not the winner.,False,False,False,False,False,False,False,False,True,False
"At the 2021 World Chess Championship , Carlsen defeated challenger Ian Nepomniachtchi in Game 6 after drawing the first five games.",False,False,False,False,False,False,False,False,True,False
1 position in the FIDE world chess rankings since 1 July 2011 and trails only Garry Kasparov in time spent as the highest-rated player in the world .,False,True,False,False,False,False,False,False,False,True
"[14] He participated in his first tournamentthe youngest division of the 1999 Norwegian Chess Championship at 8 years and 7 months, and scored 6/11.",False,False,True,False,False,False,False,False,False,False
"Perhaps Carlsen will be back on the world championship stage again someday, like Jordan and Phelps were.",False,False,False,False,True,False,False,False,False,True
"In the first round he obtained a winning position against Topalov after pressing in a long endgame, only to lose on time when he mistakenly thought that he would receive 15 minutes of extra time at move 60.",False,False,False,False,False,False,False,False,True,False
"From 2 to 11 August, Carlsen competed in the Sinquefield Cup , the first classical event of the Grand Chess Tour.",False,False,False,False,False,False,False,True,False,False
"[83] Chess statistician Jeff Sonas has declared it one of the 20 best tournament performances of all time, and the best chess performance of all time by a teenager.",False,True,True,False,False,False,False,False,False,False
"The two grandmasters, ranked first and second in the world, played 12 straight draws before switching to the rapid format to break the tie.",False,False,False,False,False,True,False,False,False,True
chessmaster.,False,True,False,False,False,False,False,False,False,False
"Carlsen achieved a draw in their first game but lost the second, and was thus knocked out of the tournament.",False,False,True,False,False,False,False,False,False,False
"The difference is firstly that Carlsen right now is good enough to end in the top-3 of almost any tournament and is (rightly) praised for it, while with Kasparov it felt like a loss when he ever was nr.",False,False,True,False,False,False,False,False,False,False
Maybe if I didnt have the talent in chess Id find the talent in something else.,False,True,False,False,False,False,False,False,False,False
"""Chess champion Magnus Carlsen moves to top of world fantasy football rankings"" .",False,False,False,False,False,False,False,False,False,True
Carlsen played for the first time in the Melody Amber blind and rapid chess tournament in Monte Carlo in March.,False,True,True,False,False,True,False,False,False,False
LOL clearly you aren't an actual chess player.,False,True,False,False,False,False,False,False,False,False
"And Anand would of course also love to win every time he participates, it's just that he isn't as strong as a few years ago.",False,False,False,False,False,False,False,False,True,False
3rd Aerosvit chess tournament.,False,True,True,False,False,False,False,False,False,False
"In recognition of becoming world chess champion, he took the honorary kick-off in a La Liga game between Real Madrid and Real Valladolid on 30 November 2013.",False,True,False,False,False,False,False,False,False,True
"Carlsen said at the event's closing ceremony that it was ""one of the best tournaments I've ever played, both in terms of performance and also the quality of the games.""",False,False,True,False,False,False,False,False,False,False
"He defeated the 2014 Sinquefield winner Fabiano Caruana, as well as Maxime Vachier-Lagrave and wild-card Wesley So, but lost to Veselin Topalov and Alexander Grischuk.",False,False,False,False,False,False,False,False,True,False
"Carlsen competed in the 8th Norway Chess from 5 to 16 October, which was the first elite over-the-board tournament held since social restrictions related to the COVID-19 pandemic were enforced.",False,False,True,False,False,False,False,False,False,False
He will play London next month and next year he will have gone more than four years without winning a tournament.,False,False,True,False,False,False,False,False,True,False
The four-man rapid tournament was a double round-robin .,False,False,True,False,False,True,False,False,False,False
"Meanwhile Englands Michael Adams and David Howell are currently competing in the European championship at Rijeka, Croatia.",False,False,False,False,True,False,False,False,False,False
"My father, a fine chess player himself, has been a massive influence throughout my life.",False,True,False,False,False,False,False,False,False,False
The fact that blacks did better in this particular tournament does not really refute the general principle.,False,False,True,False,False,False,False,False,False,False
"""Hammer blow for Magnus Carlsen as Topalov wins Norway Chess"" .",False,False,False,True,False,False,False,False,True,False
"He finished first in the rapid portion of the tournament with 12/18 (+52=2; two points for a win) and also first in the blitz portion with 11/18 (+73=8) to place first overall with a score of 23/36, two and a half points ahead of the runner-up, Wesley So .",False,False,True,False,False,True,True,False,True,False
"When Carlsen reflected on his journey last week, he recalled playing in the Candidates Tournament on a whim, hoping only to win one world championship and lacking motivation to defend it as early as 2016.",False,False,False,False,True,False,False,False,True,True
Games 3 and 10 were tied for the second-most-accurate games played in championship history.,False,False,False,False,True,False,False,False,False,False
"First, congratulations with getting yourself a coach that has been quite a decent chess player himself.",False,True,False,False,False,False,False,False,False,False
"Scoring system: a win counts as three points, a draw as one and a. loss zero.",False,False,False,False,False,False,False,False,True,False
Carlsen is the link between chess past and its future.,False,True,False,False,False,False,False,False,False,False
"Despite being rated significantly lower than any of them, he finished in second place on tiebreaks with 7/14, having scored four wins, seven draws and three losses, and achieving a PR of 2778.",False,False,False,True,False,False,False,False,True,False
- Three-time defending chess champion Magnus Carlsen on Wednesday successfully defended his world title after demolishing US hopeful Fabiano Caruana in a winner-take-all finale.,False,True,False,False,False,False,False,False,True,True
Caruana shared first place with Nepomniachtchi on 6/9 (+30=6) and won the tournament after defeating Nepomniachtchi 21 in the blitz tiebreak.,False,False,True,False,False,False,True,False,False,False
He played chess with Bill Gates on a Scandinavian talk show and won in nine moves.,False,True,False,False,False,False,False,False,False,False
"Carlsen was close to winning the 2006 Norwegian Chess Championship outright, but a last-round loss to Berge stenstad dropped him into another tie for first place with Agdestein.",False,False,False,False,False,False,False,False,True,False
"1 in the FIDE world rankings, the youngest person ever to do so.",False,False,False,False,False,False,False,False,False,True
"^ ""London R7: Carlsen wins Chess Classic"" .",False,False,False,True,False,False,False,False,True,False
"2017 Champions Showdown, rapid and blitz match against Ding Liren [323].",False,False,False,False,False,True,True,False,False,False
User logs All public logs Block log Content model change log Deletion log Deletion tag log Edit Filter modification log Global account log Global block log Global rename log Global rights log GrowthExperiments log Import log Mass message log Merge log Move log Page creation log Page curation log Patrol log Pending changes log Potential copyright violation log Protection log Review log Tag log Tag management log Thanks log TimedMediaHandler log Upload log User creation log User merge log User rename log User rights log Performer: Target (title or User:username for user): From date (and earlier): Tag filter: 2017 wikitext editor adding email address Advanced mobile edit Android app edit articles for deletion template removed automatic insertion of extraneous formatting AWB Barnsworth [1.0] Blanking blanking Bot in trial bup 2 [1.0] campaign-external-machine-translation canned edit summary categories removed changing height and/or weight Citation bot [1.1.0] Citation Bot [1.2.0] citing a blog or free web host COI template removed condition limit reached content model change content sourced to vanity press ContentTranslation contenttranslation-needcheck ContentTranslation2 Contest or editathon copyright violation template removed Correct typos in one click [1.0] CropTool [1.2] CropTool [1.4] CropTool [1.5] DAB Mechanic [1.0] dashboard-testing.wikiedu.org [1.0] dashboard-testing.wikiedu.org [2.0] dashboard.wikiedu.org [1.0] dashboard.wikiedu.org [1.2] dashboard.wikiedu.org [2.0] dashboard.wikiedu.org [2.2] dashboard.wikiedu.org account-creation dev [1.0] dashboard.wikiedu.org dev [0.4.11] dashboard.wikiedu.org dev [0.4.2] dashboard.wikiedu.org dev [0.4.3] dashboard.wikiedu.org dev [0.4.4] dashboard.wikiedu.org dev [0.4.5] dashboard.wikiedu.org dev [0.4.7] dashboard.wikiedu.org dev [0.4.8] dashboard.wikiedu.org dev [0.4] dashboard.wikiedu.org dev [2.0] dashboard.wikiedu.org dev [2.1] demo-oauthratelimiter-3 [1.0] DiBabel [1.2] Disambiguation links added disambiguation template removed discretionary sanctions alert discussiontools (hidden tag) discussiontools-added-comment (hidden tag) discussiontools-source-enhanced (hidden tag) Dispenser [1.0] Dispenser [2.4] Downstream Pull [0.1] editProtectedHelper Education Dashboard development - awight [1.0] English Wikipedia Account Creation Assistance Tool [2.0] External link added to disambiguation page extraneous markup Find link [1.0] Fountain [0.1.3] Fountain Test [1.1] Huggle IABot [1.0] IABotManagementConsole (Personal Debug Consumer) [1.0] IABotManagementConsole [1.1] IABotManagementConsole [1.2] image template modification Incorrectly formatted external link or image iOS app edit Jonathan_at_WINTR_7 [1.0] large non-free file large plot addition large unwikified new article LCA Tools [1.0] LCA Tools [1.5] Localhost [1.0] Manual revert Mass pronoun change MassMessage delivery Medha_Bansal_intern_at_WikiEduDashboard [1.0] Mentorship module question Mentorship panel question missing file added mobile Mobile app edit Mobile edit Mobile web edit Modified by FileImporter MTC-Web for local dev/testing [1.0] MTCWeb-Dev [1.0] New redirect New topic new user modifying archives new user moving page out of userspace Newcomer task Newcomer task: copyedit Newcomer task: expand Newcomer task: links Newcomer task: references Newcomer task: update Non-autoconfirmed user rapidly reverting edits non-English content nowiki added OAbot [1.0] OAbot [2.1] OAuth Uploader [1.0] outreachdashboard.wmflabs.org [2.0] outreachdashboard.wmflabs.org [2.1] PageTriage Parliament edits PAWS [1.2] PAWS [2.1] possible autobiography or conflict of interest possible birth or death date change possible BLP issue or vandalism possible conflict of interest possible cut and paste move or recreation Possible self promotion in user or draftspace Possible self promotion in userspace possible unreferenced addition to BLP possible userspace spam Possible vandalism possible vandalism possibly inaccurate edit summary ProveIt edit QuickCategories [1.0] QuickCategories [1.1] Redirect target changed reference list removal references removed removal of Category:Living People Removed redirect repeated addition of external links by non-autoconfirmed user Replaced Reply Reverted reverting anti-vandal bot review edit Rollback RW section blanking self-renaming or bad user talk move Shortdesc helper shouting Snuggle (English Wikipedia) [1.0.0] Source speedy deletion template removed STiki Suggestor [0.0.1] SWViewer [1.0] SWViewer [1.2] SWViewer [1.3] SWViewer [1.4] Takedown Tools [1.0] talk page blanking Text added at end of page TorProxy [0.1] TorProxy [0.2] Twinkle U.S. Congress edit Ultraviolet Undo unsourced AFC submission unusual redirect use of deprecated (unreliable) source use of predatory open access journal User Analysis Tool [1.0] very short new article Visual Visual edit Visual edit: Check Visual edit: Switched Weekipedia v3 [1.0] Weekipedia2 [1.0] wikieditor (hidden tag) wikiedu Assignment Wizard 2.0 Teting [1.0] wikiedu Assignment Wizard [1.0] wikiedu.org Assignment Design Wizard (testing) [0.99] wikiedu.org Assignment Design Wizard [1.0.1] wikiedu.org Assignment Design Wizard [1.0.2] WikiEduDashboard NTDB [1.2] WikiEduDashboard NTDB3 [1.0] WikiEduDashboard NTDB4 [1.0] WikiEduDashboard NTDB5 [1.0] WikiEduWizard NTDB [1.2] Wikifile Transfer [1.0] Wikifile Transfer [2.0] Wikifile Transfer [4.0] WikiLeaks wikilinks removed WikiLoop Battlefield WikiLoop Battlefield Dev Local [2.0.0] WikiLoop Battlefield on WMF Cloud VPS [1.0] WikiLoop Battlefield Prod [2.2.1-beta] WikiLoop DoubleCheck WMF Cloud VPS (2020-07-13 version) [4.1.0] wikilove WINTR Wikiedu Dashboard Local Test 3 [1.0] WINTR Wikiedu Wizard Local Test [1.0] WPCleaner yabbr [1.3] Show additional logs: Review log Thanks log Patrol log Tag log User creation log.,False,False,False,False,False,True,False,False,True,False
"Since when do we seriously use tournament results, especially in recent years with various excellerated time controls, dubious scoring systems, unheard of playing conditions in glass cages, on stages with noise levels that would even aggrivate Petrosian's concentration etc.",False,False,True,False,False,False,False,False,False,False
"^ ""Chessable joins the Play Magnus chess24 family"" .",False,True,False,False,False,False,False,False,False,False
The arc of Carlsens world championships is the clearest proof of how his development has paralleled the advancements in how humans understand the game.,False,False,False,False,True,False,False,False,False,True
"Thanks to sponsors which haven't been disclosed yet, Magnus Carlsen has started working with Garry Kasparov to try and become the number one chess player in the world.",False,True,False,False,False,False,False,False,False,True
"there is other question, why Karjakin shall win?",False,False,False,False,False,False,False,False,True,False
"""Magnus Carlsen wins 5th World Championship title"" .",False,False,False,True,False,False,False,False,True,False
"Carlsens 7.5 to 3.5 rout of Nepomniachtchi last fall was his most lopsided win yet, but Stockfish and NNUE told a fuller story of the skill on display.",False,False,False,False,False,False,False,False,True,False
"If he can rekindle the worlds fascination with the royal game, Kasparov wrote at the time, we will soon be living in the Carlsen Era.",False,False,False,False,False,False,False,False,False,True
He finished first in the rapid portion of the tournament with 14/18 (+50=4; two points for a win) and fifth in the blitz portion with 10/18 (+86=4) to place joint first overall with Vachier-Lagrave.,False,False,True,False,False,True,True,False,True,False
"[57] In the rapid chess tournament Rencontres nationales et internationales d'checs in Cap d'Agde , France, he reached the semi-final, losing there to Sergey Karjakin.",False,True,True,False,False,True,False,False,False,False
"^ a b ""Jan-Krzystof Duda ends Carlsen's 2 years winning streak"" .",False,False,False,False,False,False,False,False,True,False
"[159] He was then outplayed by Caruana in the second round, missed a win against Anish Giri in round 3, and lost to Anand in round 4.",False,False,False,False,False,False,False,False,True,False
"He finished second on 6/10 (+31=6), one-and-a-half points behind the winner Mamedyarov.",False,False,False,False,False,False,False,False,True,False
"[66] A game which attracted some attention was his sixth-round win over his father, Henrik Carlsen.",False,False,False,False,False,False,False,False,True,False
"World chess champion Norway's Magnus Carlsen poses with the FIDE world chess championship trophy after beating challenger, US player Fabiano Caruana (not pictured) in the tie-break matches of the 2018 World Chess Championship in London on November 28, 2018.",False,True,False,False,True,False,False,False,False,True
"The first tournament victory of the year came in the Bazna Kings tournament, a double round robin played in Media , Romania on 1121 June.",False,False,True,False,False,False,False,False,False,False
"Less than 3.5 hours into the penultimate round, Magnus Carlsen has secured sole victory at the 75th Tata Steel chess tournament.",False,True,True,False,False,False,False,False,False,False
"In the semi-final, he was eliminated by the eventual winner, Gata Kamsky, scoring 1.",False,False,False,False,False,False,False,False,True,False
"It made him the world's youngest GM at the time, and the second-youngest GM in history at the time (after Sergey Karjakin , who earned the title at 12 years and 7 months).",False,False,False,False,False,False,False,False,False,True
Not again these tiebreak discussions .... even if number of games with black is a funny tiebreaker in an event that had six wins with black vs. four with white.,False,False,False,True,False,False,False,False,True,False
"More and more people, myself included, play chess on the internet, but there is no substitute for the real thing, two players across a board, trying to outwit each other.",False,True,False,False,False,False,False,False,False,False
"If Ian [Nepomniachtchi] wins, he has a better tiebreak than me.",False,False,False,True,False,False,False,False,True,False
In almost every chess game there comes a moment when you just can't go on without tactics.,False,True,False,False,False,False,False,False,False,False
"I think it only affects the final score in extreme cases, especially when one player wins two games and another player draws five games.",False,False,False,True,False,False,False,False,True,False
Anand is more than a paper champion no matter how many tournaments he does not win.,False,False,True,False,False,False,False,False,True,False
"[230] During the tournament, Carlsen surpassed Sergei Tiviakov 's unbeaten streak in classical chess of 110 games.",False,True,True,False,False,False,False,True,False,False
"I loved reading about chess, old books, old tournaments, old games and so on.",False,True,True,False,False,False,False,False,False,False
"He retained his title against Anand the following year and won both the 2014 World Rapid Championship and World Blitz Championship, becoming the first player to hold all three titles simultaneously, a feat which he repeated in 2019.",False,False,False,False,False,False,False,False,True,False
"Mainly my focus is on playing well in the tournaments and keeping the number one ranking, which I think I will if I manage to perform well at a high level.",False,False,True,False,False,False,False,False,False,False
"The first chess book Carlsen read was a booklet named Find the Plan by Bent Larsen , [12] and his first book on openings was Eduard Gufeld 's The Complete Dragon .",False,True,False,False,False,False,False,False,False,False
I didnt win Dortmund and Sofia while I could well have won them with a bit more luck.,False,False,False,False,False,False,False,False,True,False
19th Amber chess tournament.,False,True,True,False,False,False,False,False,False,False
"^ ""Magnus Carlsen buys chess platform Chessable.com"" .",False,True,False,False,False,False,False,False,False,False
"My job is to improve my chess, which is also his job to some extend."".",False,True,False,False,False,False,False,False,False,False
"""If you see a win, you take it."".",False,False,False,False,False,False,False,False,True,False
"Garry Kasparov, who coached Carlsen from 2009 to 2010, said that Carlsen has a positional style similar to that of past world champions such as Anatoly Karpov , Jos Ral Capablanca , and Vasily Smyslov , rather than the tactical style of Alexander Alekhine , Mikhail Tal , and Kasparov himself.",False,False,False,False,False,False,False,False,False,True
This means that Carlsen won the tournament on the first tiebreak rule: number of black games.,False,False,True,False,False,False,False,False,False,False
Its not only in chess that Carlsen has been displaying his analytical talents.,False,True,False,False,False,False,False,False,False,False
Norwegian chess grandmaster (born 1990).,False,True,False,False,False,False,False,False,False,False
He lost three of his first eight gamesincluding both of the first twoto significantly lower-rated opponents in the rapid event.,False,False,False,False,False,True,False,False,False,False
"[18] Apart from chess, which he studied about three to four hours a day, his favourite pastimes included playing football and reading Donald Duck comics.",False,True,False,False,False,False,False,False,False,False
17th Amber chess tournament.,False,True,True,False,False,False,False,False,False,False
"Playing both blitz and bullet chess for a total of three hours, Carlsen defeated Nakamura 14 to 10 and became the first winner of the Chess.com Grandmaster Blitz Battle Championship.",False,True,False,False,False,False,True,False,True,False
"Can you spot how India?s world champion (White, to move) scored a quick win in this position?",False,False,False,False,False,False,False,False,True,True
Carlsen is a terrific tournament player.,False,False,True,False,False,False,False,False,False,False
"Carlsen continued his streak in April, winning Shamkir Chess with a score of 7/9 (+50=4), defeating Mamedyarov, Caruana, Vachier-Lagrave, Kramnik, and Rauf Mamedov .",False,False,False,False,False,False,False,False,True,False
"Topics Chess Leonard Barden on chess Magnus Carlsen Garry Kasparov Reuse this content Most viewed Most viewed Soccer NFL Tennis MLB MLS NBA NHL F1 News Opinion Sport Culture Lifestyle Original reporting and incisive analysis, direct from the Guardian every morning Sign up for our email About us Contact us Complaints & corrections SecureDrop Work for us Privacy policy Cookie policy Terms & conditions Help All topics All writers Digital newspaper archive Facebook YouTube Instagram LinkedIn Twitter Newsletters Advertise with us Guardian Labs Search jobs Back to top  2022 Guardian News & Media Limited or its affiliated companies.",False,True,False,False,False,False,False,False,False,False
16th Amber chess tournament.,False,True,True,False,False,False,False,False,False,False
Theweekinchess.com .,False,True,False,False,False,False,False,False,False,False
"Even after abdicating his world championship, Carlsen will continue to occupy a unique space in the chess zeitgeist.",False,True,False,False,True,False,False,False,False,True
